First Name,Last Name,Email,Phone Number,Company Name,Job Title,Industry,City,State,Country,Lifecycle Stage,Lead Status,Created Date
Edward,Ramirez,eramirez@outlook.com,(377) 686-3278,Cobalt Digital,Operations Director,Real Estate,Providence,RI,United States,marketingqualifiedlead,Bad Timing,3/10/2025
Mark,White,mark.white@outlook.com,(941) 593-7564,Fieldstone Education,Marketing Coordinator,Logistics,Denver,CO,United States,customer,Attempted to Contact,5/26/2024
Samuel,Lee,slee@business.net,(913) 742-9986,Vantage Point Law,Regional Sales Manager,Logistics,Tucson,AZ,United States,opportunity,Open,3/26/2025
Rebecca,Nguyen,rebecca.nguyen@company.com,(548) 647-3957,Granite Peak Construction,Marketing Manager,Insurance,Columbus,OH,United States,opportunity,In Progress,5/3/2025
David,Wright,dwright@gmail.com,(603) 399-9035,Amber Grove Retail,COO,Hospitality,Omaha,NE,United States,opportunity,New,6/13/2026
Edward,Lopez,edward.lopez@company.com,(430) 507-3365,Driftwood Hospitality,Regional Sales Manager,Biotechnology,Providence,RI,United States,subscriber,Attempted to Contact,7/18/2025
Sharon,Nelson,sharonnelson@business.net,(879) 892-7305,,,Biotechnology,Kansas City,MO,United States,opportunity,New,11/13/2024
Steven,Jones,steven.jones@business.net,(253) 540-4847,Orchard Lane Foods,Business Development Rep,Hospitality,Raleigh,NC,United States,customer,Bad Timing,12/24/2026
Pamela,Adams,pamela.adams@business.net,(397) 833-9877,Crestline Energy,Sales Director,Hospitality,Raleigh,NC,United States,opportunity,Open,9/1/2025
Deborah,Young,deborahyoung@company.com,(960) 582-7292,Orchard Lane Foods,IT Manager,Legal Services,Albuquerque,NM,United States,opportunity,New,1/4/2025
Katherine,Hernandez,khernandez2@business.net,(553) 255-5331,Coppervale Manufacturing,Account Executive,Retail,Sacramento,CA,United States,lead,Unqualified,8/10/2025
Debra,Jones,debrajones@company.com,(980) 766-2986,Steadfast Insurance,Operations Manager,Media,Sacramento,CA,United States,subscriber,Attempted to Contact,7/15/2025
Sandra,Wilson,sandrawilson@business.net,(761) 694-3315,Quarry Hill Ventures,Marketing Manager,Real Estate,Providence,RI,United States,opportunity,Connected,1/9/2026
Kenneth,Nelson,kenneth.nelson@yahoo.com,(903) 685-2099,Silverline Logistics,Operations Manager,Manufacturing,Tampa,FL,United States,salesqualifiedlead,New,12/12/2026
Jeffrey,Lewis,jeffreylewis@business.net,(953) 373-2389,Cascade Software,Marketing Coordinator,Legal Services,Sacramento,CA,United States,customer,Attempted to Contact,2/27/2025
Stephen,Mitcehll,smitchell@outlook.com,(658) 606-1003,Aster Marketing,Sales Director,Logistics,Tampa,FL,United States,opportunity,New,5/20/2026
Amy,Moore,amymoore@outlook.com,489-302-4180,Cascade Software,HR Manager,Technology,Charleston,SC,United States,lead,In Progress,6/6/2025
James,Harris,jamesharris@business.net,(697) 684-6521,Fieldstone Education,Executive Assistant,Technology,Des Moines,IA,United States,marketingqualifiedlead,Connected,6/27/2025
Eric,Wrigth,ewright@company.com,(596) 728-1807,Cobalt Digital,IT Manager,Construction,Albuquerque,NM,United States,salesqualifiedlead,In Progress,11/9/2024
Stephanie,Smith,stephaniesmith@company.com,(286) 942-4977,Crestline Energy,Marketing Coordinator,Financial Services,Salt Lake City,UT,United States,customer,Unqualified,3/9/2024
Scott,Mitchell,scottmitchell@business.net,(262) 844-8752,Crestline Energy,Customer Success Manager,Hospitality,Salt Lake City,UT,United States,subscriber,Connected,12/20/2025
KIMBERLY,WRIGHT,kwright@company.com,(242) 201-8612,Elmshade Legal,COO,Logistics,Boise,ID,United States,customer,Open,10/6/2025
Debra,Wright,dwright@company.com,(334) 295-8672,Ferncrest Media,Regional Sales Manager,Logistics,Denver,CO,United States,customer,Connected,8/16/2026
Linda,Ramirez,linda.ramirez@company.com,(656) 279-7050,Willowbrook Nonprofit,Marketing Coordinator,Real Estate,Portland,OR,United States,opportunity,Attempted to Contact,7/28/2026
Justin,Nelson,jnelson@business.net,(871) 915-7421,Brightpath Consulting,COO,Nonprofit,Portland,OR,United States,subscriber,In Progress,6/22/2024
Laura,Hernandez,lhernandez@company.com,(649) 449-1666,Brightpath Consulting,Account Executive,Media,Milwaukee,WI,United States,customer,Attempted to Contact,2/22/2025
Dorothy,Campbell,dorothycampbell@business.net,(471) 871-4728,Aster Marketing,Sales Director,Hospitality,Austin,TX,United States,salesqualifiedlead,Open,11/24/2026
Andrew,Lopez,alopez@gmail.com,,,,Retail,Kansas City,MO,United States,lead,Bad Timing,4/26/2024
Cynthia,Green,cynthiagreen@outlook.com,(694) 629-9581,Hollowridge Transport,Marketing Coordinator,Media,Raleigh,NC,United States,subscriber,Open,4/28/2024
Patricia,Harris,pharris@outlook.com,(257) 404-5374,Coppervale Manufacturing,Customer Success Manager,Logistics,Portland,OR,United States,customer,In Progress,3/25/2026
Sarah,Rodriguez,srodriguez@business.net,(966) 724-5897,Elmshade Legal,Operations Director,Insurance,Boise,ID,United States,marketingqualifiedlead,Connected,9/21/2026
Christine,Adams,christineadams@outlook.com,(563) 532-9363,Orchard Lane Foods,Regional Sales Manager,Biotechnology,Providence,RI,United States,subscriber,Unqualified,5/15/2026
Debra,Gonzalez,debra.gonzalez@gmail.com,(649) 831-9027,Quarry Hill Ventures,Office Manager,Insurance,Sacramento,CA,United States,salesqualifiedlead,Open,7/25/2025
Deborah,Thomas,deborahthomas@gmail.com,(631) 228-1238,,,Legal Services,Sacramento,CA,United States,customer,New,3/2/2024
Jeffrey,Clark,jeffrey.clark@company.com,(548) 821-3353,Amber Grove Retail,Office Manager,Nonprofit,Tucson,AZ,United States,marketingqualifiedlead,Unqualified,6/17/2024
Michael,Thomas,michael.thomas@business.net,(214) 551-2823,Cascade Software,Regional Sales Manager,Construction,Des Moines,IA,United States,subscriber,In Progress,7/7/2025
Charles,Allen,callen@company.com,(341) 788-7286,Granite Peak Construction,Customer Success Manager,Construction,Albuquerque,NM,United States,customer,Attempted to Contact,11/6/2026
Emma,Moore,emma.moore@company.com,(954) 404-4847,Aster Marketing,HR Manager,Insurance,Nashville,TN,United States,marketingqualifiedlead,Open,1/16/2025
James,Mitchell,james.mitchell@business.net,(246) 633-6644,Quarry Hill Ventures,Operations Manager,Education,Sacramento,CA,United States,subscriber,New,1/10/2025
Michael,Davis,mdavis@yahoo.com,(644) 352-7619,Harborview Financial,Sales Director,Manufacturing,Louisville,KY,United States,lead,Unqualified,5/23/2025
Brandon,Baker,brandon.baker@business.net,(656) 363-3935,Crestline Energy,CEO,Legal Services,Nashville,TN,United States,lead,Connected,8/12/2026
Charles,Wilson,charles.wilson@gmail.com,(806) 762-4348,Harborview Financial,Marketing Coordinator,Manufacturing,Portland,OR,United States,salesqualifiedlead,Connected,5/6/2025
Thomas,Scott,tscott@business.net,(775) 537-3002,Granite Peak Construction,Business Development Rep,Insurance,Columbus,OH,United States,customer,Bad Timing,12/2/2025
Kevin,Mitchell,kevinmitchell@outlook.com,(527) 371-2453,Elmshade Legal,Office Manager,Construction,Denver,CO,United States,subscriber,In Progress,4/23/2024
Jeffrey,Hernandez,jhernandez2@yahoo.com,(644) 205-6885,Greystone Capital,Finance Director,Manufacturing,Portland,OR,United States,lead,In Progress,3/13/2024
Kenneth,Young,kennethyoung@yahoo.com,(387) 982-9374,Redstone Realty,Purchasing Manager,Healthcare,Charleston,SC,United States,opportunity,Open,9/26/2024
Susan,Jackson,sjackson@outlook.com,(648) 944-1134,Harborview Financial,Operations Manager,Financial Services,Tampa,FL,United States,subscriber,Unqualified,6/14/2024
Rachel,Rodriguez,rachel.rodriguez@outlook.com,(968) 392-3701,Hollowridge Transport,Purchasing Manager,Retail,Richmond,VA,United States,lead,Open,10/27/2024
Pamela,Wright,pamela.wright@company.com,(731) 798-9830,Quarry Hill Ventures,Account Executive,Media,Louisville,KY,United States,lead,Connected,3/28/2024
Katherine,Lee,klee@yahoo.com,(691) 796-7839,Willowbrook Nonprofit,Operations Director,Logistics,Raleigh,NC,United States,salesqualifiedlead,Bad Timing,9/4/2024
Richard,Jones,richardjones@business.net,(870) 495-8060,Ironwood Manufacturing,Customer Success Manager,Technology,Boise,ID,United States,lead,Connected,4/16/2024
Kevin,Torres,kevin.torres@business.net,(435) 416-8790,Redstone Realty,Sales Director,Biotechnology,Raleigh,NC,United States,subscriber,Connected,9/19/2025
Christine,Smith,christine.smith@yahoo.com,(894) 351-7169,Granite Peak Construction,Customer Success Manager,Biotechnology,Milwaukee,WI,United States,subscriber,New,5/12/2025
Cynthia,Thompson,cynthiathompson@yahoo.com,(397) 234-1388,Fieldstone Education,Operations Manager,Retail,Kansas City,MO,United States,opportunity,Connected,10/21/2024
Carol,Nguyen,carol.nguyen@business.net,(342) 357-6410,Crestline Energy,COO,Biotechnology,Austin,TX,United States,opportunity,Attempted to Contact,7/7/2025
Sharon,Adams,sharon.adams@yahoo.com,,,,Healthcare,Nashville,TN,United States,salesqualifiedlead,Connected,1/26/2024
Sandra,Gonzalez,sgonzalez@business.net,(497) 903-6657,Hollowridge Transport,VP of Sales,Nonprofit,Sacramento,CA,United States,customer,Open,9/23/2026
Daniel,Williams,dwilliams@outlook.com,(736) 735-3600,Steadfast Insurance,Business Development Rep,Biotechnology,Kansas City,MO,United States,marketingqualifiedlead,Unqualified,6/23/2025
Carol,Martinez,cmartinez@business.net,(335) 410-1598,Vantage Point Law,Purchasing Manager,Nonprofit,Raleigh,NC,United States,opportunity,New,5/2/2024
Richard,Sanchez,rsanchez2@yahoo.com,(574) 973-3363,Cobalt Digital,COO,Education,Milwaukee,WI,United States,salesqualifiedlead,Attempted to Contact,1/2/2024
Steven,Carter,steven.carter@gmail.com,(718) 505-6956,Marlowe & Co.,Customer Success Manager,Real Estate,Columbus,OH,United States,customer,New,5/2/2024
Anna,White,awhite@yahoo.com,(485) 455-2858,Northwind Traders,Customer Success Manager,Construction,Albuquerque,NM,United States,opportunity,Unqualified,2/9/2026
Emily,Wright,emilywright@company.com,(888) 966-5295,Crestline Energy,Purchasing Manager,Insurance,Raleigh,NC,United States,customer,In Progress,11/8/2024
Jeffrey,Mitchell,jeffreymitchell@company.com,(367) 945-7944,Aster Marketing,Executive Assistant,Financial Services,Boise,ID,United States,opportunity,Attempted to Contact,3/7/2024
Frank,White,frankwhite@business.net,864-595-4787,Lumen Health Partners,Marketing Coordinator,Nonprofit,Raleigh,NC,United States,subscriber,In Progress,12/7/2024
Michael,Green,michaelgreen@gmail.com,(906) 515-8274,Beacon Analytics,COO,Retail,Louisville,KY,United States,subscriber,Bad Timing,4/8/2025
Debra,Clark,debraclark@yahoo.com,(761) 200-5978,Cascade Software,Finance Director,Real Estate,Charleston,SC,United States,opportunity,Attempted to Contact,6/15/2026
John,Robinson,john.robinson@outlook.com,(471) 575-5093,Harborview Financial,Product Manager,Media,Milwaukee,WI,United States,marketingqualifiedlead,New,7/19/2026
Jeffrey,Flores,jeffrey.flores@company.com,(746) 444-6070,Driftwood Hospitality,Controller,Biotechnology,Salt Lake City,UT,United States,lead,In Progress,10/15/2026
Joseph,King,josephking@company.com,(921) 495-1665,Silverline Logistics,Office Manager,Construction,Portland,OR,United States,subscriber,Unqualified,8/20/2025
Helen,Green,helen.green@gmail.com,(232) 523-7572,Redstone Realty,Operations Manager,Healthcare,Richmond,VA,United States,opportunity,Connected,4/21/2025
Dorothy,Young,dyoung@company.com,(232) 538-2314,Elmshade Legal,VP of Sales,Retail,Milwaukee,WI,United States,marketingqualifiedlead,Bad Timing,2/18/2025
Joshua,Johnson,joshua.johnson@outlook.com,(910) 345-4712,Cascade Software,VP of Sales,Healthcare,Raleigh,NC,United States,lead,New,12/25/2025
Gregory,Adams,gregoryadams@yahoo.com,(616) 480-2994,Willowbrook Nonprofit,Marketing Coordinator,Construction,Columbus,OH,United States,salesqualifiedlead,In Progress,1/24/2026
Carol,Brown,cbrown@outlook.com,(921) 345-2817,Foxglove Biotech,Marketing Coordinator,Insurance,Austin,TX,United States,marketingqualifiedlead,New,12/22/2025
Matthew,Clark,matthewclark@company.com,(455) 367-7385,Elmshade Legal,Purchasing Manager,Healthcare,Providence,RI,United States,marketingqualifiedlead,New,11/8/2025
Joseph,Hill,jhill@business.net,(354) 874-8317,Steadfast Insurance,Customer Success Manager,Logistics,Nashville,TN,United States,customer,Open,3/26/2025
Charles,Rivera,charlesrivera@yahoo.com,(581) 212-5663,Steadfast Insurance,Business Development Rep,Logistics,Boise,ID,United States,salesqualifiedlead,Bad Timing,2/7/2026
Jeffrey,Martin,jeffreymartin@outlook.com,,,,Media,Charleston,SC,United States,lead,Connected,3/24/2026
Samantha,Perez,samanthaperez@outlook.com,(642) 618-7021,Driftwood Hospitality,Controller,Technology,Boise,ID,United States,marketingqualifiedlead,Unqualified,5/23/2026
Jennifer,Perez,jperez@business.net,(417) 211-4296,Quarry Hill Ventures,IT Manager,Logistics,Milwaukee,WI,United States,subscriber,In Progress,9/18/2025
James,Martin,jmartin2@business.net,(394) 597-7941,,,Media,Columbus,OH,United States,customer,Bad Timing,3/17/2024
Maggie,Jackson,mjackson@outlook.com,(837) 448-8600,Steadfast Insurance,CEO,Construction,Charleston,SC,United States,lead,Connected,11/19/2024
Brenda,Garcia,brenda.garcia@gmail.com,(630) 598-1320,Foxglove Biotech,CEO,Real Estate,Boise,ID,United States,salesqualifiedlead,New,5/25/2025
Karen,Lewis,karenlewis@company.com,(846) 510-5500,Crestline Energy,Sales Director,Technology,Denver,CO,United States,opportunity,New,8/15/2025
Daniel,Williams,danielwilliams@company.com,(736) 735-3600,Steadfast Insurance,Business Development Rep,Biotechnology,Kansas City,MO,United States,marketingqualifiedlead,Unqualified,6/22/2025
Stephen,Martinez,stephen.martinez@yahoo.com,(203) 541-3143,Meridian Data Systems,Product Manager,Financial Services,Boise,ID,United States,customer,Unqualified,12/14/2026
Rebecca,Green,rgreen@outlook.com,(873) 642-7481,Northwind Traders,COO,Biotechnology,Nashville,TN,United States,lead,Unqualified,7/13/2026
Matthew,Lopez,matthewlopez@company.com,(727) 535-2421,Lumen Health Partners,Account Executive,Financial Services,Des Moines,IA,United States,lead,Unqualified,4/1/2025
Ronald,Sanchez,rsanchez@business.net,(489) 489-4196,Quarry Hill Ventures,Operations Director,Real Estate,Denver,CO,United States,subscriber,Open,10/28/2025
Emma,Wright,emmawright@outlook.com,(732) 652-2904,Willowbrook Nonprofit,Finance Director,Nonprofit,Portland,OR,United States,opportunity,Unqualified,9/15/2024
Jeffrey,Rodriguez,jeffrey.rodriguez2@yahoo.com,(374) 218-2646,Ironwood Manufacturing,IT Manager,Manufacturing,Tucson,AZ,United States,opportunity,Connected,3/3/2025
Raymond,Baker,raymondbaker@yahoo.com,(877) 303-9524,Redstone Realty,COO,Hospitality,Austin,TX,United States,customer,Open,2/17/2025
Timothy,Davis,tdavis@yahoo.com,(496) 241-9565,Brightpath Consulting,Account Executive,Technology,Raleigh,NC,United States,marketingqualifiedlead,In Progress,5/16/2025
Timothy,Johnson,timothy.johnson@outlook.com,(787) 806-3639,,,Retail,Kansas City,MO,United States,opportunity,Open,1/25/2024
David,Thomas,dthomas@company.com,(976) 446-8800,Meridian Data Systems,Controller,Construction,Boise,ID,United States,subscriber,New,4/13/2025
Joshua,Hall,jhall@yahoo.com,(752) 705-8172,Silverline Logistics,COO,Retail,Albuquerque,NM,United States,salesqualifiedlead,Connected,10/9/2025
Thomas,Martin,tmartin@company.com,(867) 972-6861,Cascade Software,CEO,Biotechnology,Charleston,SC,United States,opportunity,Bad Timing,3/16/2024
Samuel,Flores,sflores@business.net,(893) 862-7547,Coppervale Manufacturing,Office Manager,Media,Columbus,OH,United States,salesqualifiedlead,New,2/9/2024
Rebecca,Anderson,randerson@gmail.com,(792) 297-6518,Redstone Realty,Operations Manager,Hospitality,Des Moines,IA,United States,opportunity,Unqualified,4/12/2025
Amy,Jackson,amy.jackson@outlook.com,(955) 846-7449,Cobalt Digital,IT Manager,Biotechnology,Tampa,FL,United States,customer,Attempted to Contact,8/20/2024
Deborah,Taylor,deborah.taylor@yahoo.com,(248) 974-3043,Vantage Point Law,IT Manager,Hospitality,Louisville,KY,United States,customer,New,6/8/2025
Elizabeth,Williams,ewilliams@gmail.com,(635) 622-2548,Vantage Point Law,CEO,Insurance,Louisville,KY,United States,marketingqualifiedlead,In Progress,10/3/2025
Amy,Wilson,amy.wilson@yahoo.com,(416) 394-2922,Aster Marketing,Controller,Biotechnology,Richmond,VA,United States,lead,Connected,12/7/2026
Brandon,Perez,brandonperez@outlook.com,(634) 415-7866,Quarry Hill Ventures,Business Development Rep,Technology,Milwaukee,WI,United States,salesqualifiedlead,In Progress,3/19/2025
Samantha,King,sking@outlook.com,(606) 280-7112,Lumen Health Partners,Regional Sales Manager,Hospitality,Tampa,FL,United States,lead,Connected,12/13/2026
Jonathan,Wilson,jonathan.wilson@yahoo.com,(557) 270-5002,Steadfast Insurance,IT Manager,Financial Services,Louisville,KY,United States,salesqualifiedlead,Bad Timing,12/10/2026
Ashley,Taylor,ashley.taylor@yahoo.com,(501) 713-9401,Marlowe & Co.,Operations Manager,Media,Denver,CO,United States,marketingqualifiedlead,Open,2/3/2024
Karen,Scott,karen.scott@gmail.com,(352) 255-4766,Ironwood Manufacturing,Sales Director,Construction,Omaha,NE,United States,marketingqualifiedlead,Open,8/14/2026
Paul,Hill,paulhill@company.com,(847) 417-9361,Cascade Software,Sales Director,Financial Services,Tampa,FL,United States,customer,Attempted to Contact,2/10/2026
Frank,Davis,fdavis@company.com,(365) 302-4513,Pinnacle Logistics Group,Purchasing Manager,Media,Kansas City,MO,United States,marketingqualifiedlead,Bad Timing,10/23/2026
Jennifer,Hall,jhall2@yahoo.com,(308) 496-5937,Fieldstone Education,Operations Manager,Logistics,Denver,CO,United States,salesqualifiedlead,Unqualified,11/1/2025
Stephanie,Lewis,stephanielewis@company.com,(217) 598-2938,Marlowe & Co.,Marketing Manager,Legal Services,Albuquerque,NM,United States,customer,Attempted to Contact,12/19/2024
Christopher,Miller,cmiller@outlook.com,(426) 392-9612,Foxglove Biotech,Operations Director,Nonprofit,Sacramento,CA,United States,opportunity,Connected,7/15/2024
Brenda,Ramirez,brenda.ramirez@gmail.com,,,,Healthcare,Providence,RI,United States,customer,Bad Timing,9/27/2025
Stephanie,Allen,stephanie.allen@yahoo.com,(266) 246-5885,Cascade Software,Regional Sales Manager,Nonprofit,Charleston,SC,United States,opportunity,Attempted to Contact,6/14/2026
Linda,Anderson,linda.anderson@outlook.com,(739) 689-1011,Amber Grove Retail,COO,Healthcare,Des Moines,IA,United States,lead,In Progress,3/26/2026
TIMOTHY,BROWN,timothybrown@company.com,(335) 455-3396,Quarry Hill Ventures,Office Manager,Insurance,Tampa,FL,United States,lead,Bad Timing,10/11/2026
Amanda,Carter,amandacarter@gmail.com,(860) 357-9787,Driftwood Hospitality,Account Executive,Financial Services,Columbus,OH,United States,salesqualifiedlead,Open,9/26/2025
Anna,Clark,annaclark@outlook.com,(623) 619-8516,Foxglove Biotech,Marketing Coordinator,Media,Kansas City,MO,United States,customer,In Progress,8/5/2024
Emily,White,ewhite@business.net,(463) 552-1324,Granite Peak Construction,Account Executive,Technology,Milwaukee,WI,United States,customer,Attempted to Contact,10/19/2024
Katherine,Allen,katherineallen@yahoo.com,(445) 259-4946,Greystone Capital,CEO,Manufacturing,Raleigh,NC,United States,subscriber,Connected,2/25/2025
Kenneth,Young,kenneth.young@business.net,(387) 982-9374,Redstone Realty,Purchasing Manager,Healthcare,Charleston,SC,United States,opportunity,Open,6/12/2024
Edward,Hill,edwardhill@business.net,(766) 211-2876,Willowbrook Nonprofit,Operations Director,Media,Omaha,NE,United States,marketingqualifiedlead,Bad Timing,6/4/2026
Shirley,Green,sgreen@business.net,(398) 557-6752,Aster Marketing,VP of Sales,Healthcare,Raleigh,NC,United States,subscriber,Open,4/6/2025
Brandon,Martin,brandon.martin@company.com,(708) 850-2234,Elmshade Legal,Operations Director,Healthcare,Milwaukee,WI,United States,marketingqualifiedlead,In Progress,5/19/2024
Benjamin,Perez,benjamin.perez@outlook.com,(684) 444-6583,Elmshade Legal,Sales Director,Insurance,Tampa,FL,United States,marketingqualifiedlead,Attempted to Contact,2/25/2024
Matthew,Torres,matthewtorres@business.net,(563) 631-8887,Aster Marketing,COO,Construction,Portland,OR,United States,lead,Open,1/2/2024
John,Wright,jwright@company.com,(936) 957-3064,Pinnacle Logistics Group,Operations Director,Logistics,Richmond,VA,United States,lead,New,9/10/2026
Brandon,Baker,brandon.baker@outlook.com,(302) 343-3017,Crestline Energy,Purchasing Manager,Technology,Omaha,NE,United States,salesqualifiedlead,In Progress,4/9/2024
Nicholas,Martinez,nicholasmartinez@gmail.com,(307) 502-7815,Hollowridge Transport,Operations Manager,Manufacturing,Milwaukee,WI,United States,customer,Open,5/11/2025
Patricia,Rodriguez,patriciarodriguez@outlook.com,(802) 531-1258,Ironwood Manufacturing,Product Manager,Retail,Austin,TX,United States,lead,Connected,2/9/2024
James,King,jamesking@business.net,(799) 694-9328,Coppervale Manufacturing,Customer Success Manager,Nonprofit,Columbus,OH,United States,opportunity,Open,3/4/2026
Susan,Thomas,susanthomas@business.net,(736) 280-7484,Foxglove Biotech,IT Manager,Nonprofit,Boise,ID,United States,marketingqualifiedlead,Open,3/3/2025
Susan,Wilson,susanwilson@outlook.com,(703) 261-3332,Quarry Hill Ventures,Product Manager,Manufacturing,Louisville,KY,United States,subscriber,Open,7/23/2026
Jonathan,Moore,jonathan.moore@yahoo.com,,,,Logistics,Des Moines,IA,United States,opportunity,Connected,6/20/2025
Paul,Moore,paul.moore@company.com,(798) 600-8554,Coppervale Manufacturing,HR Manager,Nonprofit,Raleigh,NC,United States,customer,Attempted to Contact,11/3/2025
Deborah,Hernandez,dhernandez@business.net,(935) 317-3683,Cascade Software,Account Executive,Hospitality,Des Moines,IA,United States,subscriber,In Progress,11/13/2026
Anna,White,awhite2@yahoo.com,(485) 455-2858,Northwind Traders,Customer Success Manager,Construction,Albuquerque,NM,United States,opportunity,Unqualified,10/16/2026
William,Anderson,william.anderson@company.com,(311) 216-4315,Pinnacle Logistics Group,Marketing Coordinator,Legal Services,Albuquerque,NM,United States,salesqualifiedlead,Bad Timing,10/4/2024
Jacob,Mitchell,jmitchell@business.net,(899) 922-7390,Orchard Lane Foods,Product Manager,Financial Services,Providence,RI,United States,opportunity,Bad Timing,10/26/2024
GREGORY,HALL,gregoryhall@yahoo.com,(289) 282-7400,Greystone Capital,Customer Success Manager,Logistics,Denver,CO,United States,subscriber,New,2/3/2024
Michelle,Wilson,michellewilson@outlook.com,(663) 304-4675,Aster Marketing,Operations Director,Real Estate,Providence,RI,United States,lead,Attempted to Contact,11/7/2024
Samuel,Garcia,sgarcia@business.net,(814) 938-5668,Coppervale Manufacturing,Marketing Manager,Insurance,Kansas City,MO,United States,customer,In Progress,9/20/2024
REBECCA,GREEN,rebecca.green@gmail.com,(873) 642-7481,Northwind Traders,COO,Biotechnology,Nashville,TN,United States,lead,Unqualified,2/11/2024
Larry,Hernandez,lhernandez@gmail.com,(532) 846-7366,Willowbrook Nonprofit,VP of Sales,Technology,Tampa,FL,United States,lead,Connected,6/28/2026
BENJAMIN,ANDERSON,banderson@company.com,(468) 918-3764,Beacon Analytics,Purchasing Manager,Hospitality,Denver,CO,United States,salesqualifiedlead,Attempted to Contact,6/6/2026
Thomas,Brown,thomasbrown@gmail.com,(825) 841-8075,Silverline Logistics,Account Executive,Legal Services,Omaha,NE,United States,subscriber,Attempted to Contact,5/28/2024
JACOB,CARTER,jacobcarter@business.net,(357) 244-3094,Cobalt Digital,Executive Assistant,Education,Sacramento,CA,United States,customer,In Progress,10/21/2024
Rachel,Rivera,rachelrivera@outlook.com,(851) 205-2492,Elmshade Legal,VP of Sales,Construction,Columbus,OH,United States,opportunity,Unqualified,2/9/2024
Kevin,White,kevinwhite@business.net,(674) 320-8709,Beacon Analytics,CEO,Hospitality,Tampa,FL,United States,opportunity,New,4/17/2025
Kevin,Lewis,klewis@company.com,(808) 339-5922,Amber Grove Retail,COO,Nonprofit,Richmond,VA,United States,lead,Unqualified,3/13/2025
Scott,Miller,scottmiller@company.com,(706) 860-2007,Silverline Logistics,Finance Director,Insurance,Des Moines,IA,United States,lead,Attempted to Contact,1/25/2026
Shirley,Davis,shirley.davis@business.net,(460) 245-8144,Northwind Traders,Marketing Coordinator,Biotechnology,Albuquerque,NM,United States,opportunity,Connected,12/24/2026
Thomas,Jackson,thomas.jackson@company.com,(910) 394-7512,Orchard Lane Foods,Operations Director,Insurance,Columbus,OH,United States,opportunity,New,6/6/2025
Richard,Miller,richardmiller@yahoo.com,(620) 678-1887,Willowbrook Nonprofit,Account Executive,Retail,Boise,ID,United States,salesqualifiedlead,Connected,2/8/2025
Jennifer,Allen,jallen@company.com,(429) 863-3540,Hollowridge Transport,Controller,Education,Richmond,VA,United States,customer,Connected,2/10/2026
Mary,Baker,mbaker2@company.com,(303) 533-6924,Fieldstone Education,Product Manager,Financial Services,Sacramento,CA,United States,opportunity,In Progress,5/16/2024
Debra,Cartre,debra.carter2@outlook.com,(651) 566-3915,Cobalt Digital,Sales Director,Biotechnology,Austin,TX,United States,customer,Attempted to Contact,4/24/2024
Justin,Nguyen,justin.nguyen@business.net,(237) 764-5269,Marlowe & Co.,Operations Director,Construction,Albuquerque,NM,United States,customer,Bad Timing,6/13/2024
Brandon,Martni,brandon.martin2@company.com,(307) 665-1691,Orchard Lane Foods,HR Manager,Biotechnology,Boise,ID,United States,subscriber,Connected,6/21/2024
William,Carter,william.carter@business.net,(499) 682-3204,Ferncrest Media,Product Manager,Technology,Boise,ID,United States,opportunity,Unqualified,4/23/2026
John,Allen,jallen@business.net,(893) 835-3415,Ferncrest Media,Regional Sales Manager,Financial Services,Charleston,SC,United States,lead,Open,3/2/2024
Shirley,Gonzalez,sgonzalez@gmail.com,(970) 371-9908,Amber Grove Retail,Office Manager,Insurance,Nashville,TN,United States,customer,Bad Timing,5/22/2025
Frank,Taylor,franktaylor@company.com,(583) 506-6971,Granite Peak Construction,Customer Success Manager,Education,Kansas City,MO,United States,marketingqualifiedlead,New,11/27/2025
Shirley,Davis,shirleydavis@yahoo.com,(271) 880-6409,Fieldstone Education,Office Manager,Legal Services,Sacramento,CA,United States,subscriber,Connected,9/10/2025
Deborah,Rodriguez,deborah.rodriguez@gmail.com,(543) 639-5456,Pinnacle Logistics Group,Operations Manager,Logistics,Tampa,FL,United States,customer,Attempted to Contact,2/16/2026
Emily,Anderson,emilyanderson@yahoo.com,(988) 248-3430,Steadfast Insurance,IT Manager,Construction,Tucson,AZ,United States,lead,Attempted to Contact,12/18/2024
Benjamin,Anderson,benjamin.anderson@company.com,(468) 918-3764,Beacon Analytics,Purchasing Manager,Hospitality,Denver,CO,United States,salesqualifiedlead,Attempted to Contact,3/3/2025
Patricia,Harris,pharris@gmail.com,(257) 404-5374,Coppervale Manufacturing,Customer Success Manager,Logistics,Portland,OR,United States,customer,In Progress,1/23/2024
Kimberly,Baker,kimberlybaker@business.net,(733) 529-4007,Vantage Point Law,Marketing Manager,Manufacturing,Kansas City,MO,United States,salesqualifiedlead,New,1/21/2024
Joseph,Miller,josephmiller@outlook.com,(347) 387-5187,Coppervale Manufacturing,Operations Manager,Financial Services,Providence,RI,United States,marketingqualifiedlead,Unqualified,3/2/2026
Raymond,Thomas,raymondthomas@business.net,(684) 766-9698,Steadfast Insurance,Executive Assistant,Nonprofit,Salt Lake City,UT,United States,opportunity,In Progress,12/15/2025
Karen,Williams,kwilliams@yahoo.com,(252) 840-5934,Orchard Lane Foods,CEO,Education,Portland,OR,United States,marketingqualifiedlead,New,6/17/2026
